,baseTypeName,displayName,baseTypeId,maxAffixes,affixEffectModifier,size,maxSockets,subItems
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Mana efficiency with Synchronised Strike', 'subTypeId': 526, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Freeze Rate Multiplier and Cold Resistance', 'subTypeId': 14, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Void Damage', 'subTypeId': 15, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Cold Damage', 'subTypeId': 16, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Mana efficiency with Decoy', 'subTypeId': 528, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Cold Resistance', 'subTypeId': 17, 'levelRequirement': 8, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Necrotic Damage', 'subTypeId': 18, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Ward gained on use with Smoke Bomb', 'subTypeId': 530, 'levelRequirement': 8, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Poison Resistance', 'subTypeId': 19, 'levelRequirement': 10, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Health On Kill', 'subTypeId': 20, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Ward gained on use with Shift', 'subTypeId': 532, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Adaptive Spell Damage With Tempest Strike', 'subTypeId': 21, 'levelRequirement': 26, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Health Regen', 'subTypeId': 22, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Black Arrows dropped by Dark Quiver and Increased Bow Damage', 'subTypeId': 534, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Lightning Damage', 'subTypeId': 23, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Lightning Resistance', 'subTypeId': 24, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Max Ballista and Increased Ballista Attack Speed', 'subTypeId': 536, 'levelRequirement': 18, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Health', 'subTypeId': 25, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Rogue Mirages and Mana Efficiency with Lethal Mirage', 'subTypeId': 537, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Minion Damage', 'subTypeId': 26, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Cooldown Recovery Speed', 'subTypeId': 27, 'levelRequirement': 10, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Swipe', 'subTypeId': 539, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Movement Speed', 'subTypeId': 28, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Wolf', 'subTypeId': 540, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Hybrid Stun Avoidance', 'subTypeId': 29, 'levelRequirement': 13, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Tornado', 'subTypeId': 541, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Physical Damage', 'subTypeId': 30, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Fury Leap', 'subTypeId': 542, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Armor', 'subTypeId': 31, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Thorn Totem', 'subTypeId': 543, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Fire Penetration', 'subTypeId': 32, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Spriggan', 'subTypeId': 544, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Physical Penetration', 'subTypeId': 33, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Frenzy Totem', 'subTypeId': 545, 'levelRequirement': 35, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Added Mana', 'subTypeId': 34, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Elemental Nova', 'subTypeId': 546, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Cold Penetration', 'subTypeId': 35, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Mana Strike', 'subTypeId': 547, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Hybrid Health', 'subTypeId': 36, 'levelRequirement': 45, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Fireball Pierce Chance', 'subTypeId': 548, 'levelRequirement': 18, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Poison Penetration', 'subTypeId': 37, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Fireball', 'subTypeId': 549, 'levelRequirement': 7, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Spell Damage', 'subTypeId': 38, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Glacier', 'subTypeId': 550, 'levelRequirement': 7, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Lightning Penetration', 'subTypeId': 39, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Meteor', 'subTypeId': 551, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Leech Rate', 'subTypeId': 40, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Teleport', 'subTypeId': 552, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Health Gained on Block', 'subTypeId': 41, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Volcanic Orb', 'subTypeId': 553, 'levelRequirement': 17, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Lightning Damage And Leech', 'subTypeId': 42, 'levelRequirement': 18, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Black Hole', 'subTypeId': 554, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Increased Healing Effectiveness', 'subTypeId': 43, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Summon Bear', 'subTypeId': 555, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Health On Melee Hit', 'subTypeId': 44, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Static Orb', 'subTypeId': 556, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Physical Resistance', 'subTypeId': 45, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Mage Level of Lightning Blast', 'subTypeId': 557, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'All Resistances', 'subTypeId': 46, 'levelRequirement': 55, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Serpent Strike', 'subTypeId': 558, 'levelRequirement': 22, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Chill Attackers', 'subTypeId': 47, 'levelRequirement': 16, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Primalist Level of Entangling Roots', 'subTypeId': 559, 'levelRequirement': 25, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Chance To Slow Attackers', 'subTypeId': 48, 'levelRequirement': 16, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
101,Affix Shard,Affix Shard,101,0,0,"{'x': 1, 'y': 1}",0,"{'displayName': 'Sentinel Level of Anomaly', 'subTypeId': 560, 'levelRequirement': 50, 'cannotDrop': 0, 'itemTags': 0, 'description': 'Augments an item to grant it a new property or improve an existing one.\\nPress F to open the Crafting Panel.', 'rerollChance': 0}"
