baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,itemTags,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Memory of the Living,10,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Memory of the Living,11,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Sign of Torment,12,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Sign of Torment,13,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Cruelty of Formosus,14,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Savior of the North,15,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Chill of Death,16,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Enmity of the Clans,17,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Ambition of the Empire,18,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Scars of Blood,19,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Favor of the Wengari,20,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Resolve of Frost,21,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Shards of Unity,22,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Remorse of Heorot,23,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Memory of Light,24,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Memory of Light,25,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Echo of Solarum,26,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Echo of Solarum,27,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Shadow of the Eclipse,28,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Shadow of the Eclipse,29,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Wrath of Rahyeh,30,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Wrath of Rahyeh,31,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Whisper of Orobyss,32,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Whisper of Orobyss,33,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Flames of the Black Sun,34,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Flames of the Black Sun,35,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Hunger of the Void,36,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Hunger of the Void,37,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Strength of the Mountain,38,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Strength of the Mountain,39,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Winds of Oblivion,40,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Winds of Oblivion,41,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Depths of Infinity,42,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Depths of Infinity,43,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Greed of Darkness,44,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Greed of Darkness,45,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Emptiness of Ash,46,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Emptiness of Ash,47,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Thirst of the Sun,48,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Thirst of the Sun,49,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Hope of the Beginning,50,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Safety of the Labyrinth,51,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Remnants of the Living,52,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Visions of Death,53,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Inevitability of the Void,54,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Rot of the World,55,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Boon of the Scarab,56,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Shadows of Infinity,57,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Despair of the Empire,58,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Vigilance of the Damned,59,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Subtlety of Slaughter,60,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Apex of Fortune,61,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Arrogance of Argentus,62,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Embrace of Ice,63,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grip of the Lance,64,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Right of Conquest,65,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Reach of Flame,66,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Binds of Sanctuary,67,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Slumber of Morditas,68,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Talon of Granduer,69,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Vision of the Aurora,70,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Might of the Siege,71,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Bastion of Divinity,72,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Bastion of Divinity,73,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Light of the Moon,74,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Light of the Moon,75,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Rhythm of the Tide,76,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Rhythm of the Tide,77,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Chaos of Lagon,78,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Chaos of Lagon,79,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Might of the Sea TItan,80,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Might of the Sea TItan,81,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Resonance of the Sea,82,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Resonance of the Sea,83,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Mysteries of the Deep,84,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Mysteries of the Deep,85,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Cruelty of the Meruna,86,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Cruelty of the Meruna,87,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Weight of the Abyss,88,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Weight of the Abyss,89,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Crash of the Waves,90,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Crash of the Waves,91,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Trance of the Sirens,92,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Trance of the Sirens,93,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Intellect of Liath,94,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Intellect of Liath,95,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grace of Water,96,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Grace of Water,97,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Resolve of Humanity,98,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Survival of Might,99,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Dream of Eterra,100,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Binds of Nature,101,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Despair of Flesh,102,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Cruelty of Strength,103,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Hemmorage of Marrow,104,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Taste of Venom,105,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Hunger of Dragons,106,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Virtue of Command,107,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Persistance of Will,108,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Guile of Wyrms,109,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Allure of Apathy,110,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Winds of Fortune,111,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Winds of Fortune,112,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Strength of Mind,113,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Strength of Mind,114,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Scales of Greed,115,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Scales of Greed,116,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Arrogance of Argentus,117,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Embrace of Ice,118,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Grip of the Lance,119,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Right of Conquest,120,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Reach of Flame,121,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Binds of Sanctuary,122,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Slumber of Morditas,123,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Talon of Granduer,124,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Vision of the Aurora,125,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Might of the Siege,126,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Cruelty of Formosus,127,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Savior of the North,128,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Chill of Death,129,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Enmity of the Clans,130,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Ambition of the Empire,131,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Scars of Blood,132,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blessing,34,0,0.0,34,0,0,0,1.0,0,0,0,0,[],Grand Favor of the Wengari,133,0,0,0.0,1.0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
