baseTypeName,baseTypeId,maxAffixes,affixEffectModifier,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,displayName,subTypeId,levelRequirement,itemTags,addedWeaponRange,attackRate,classRequirement,subClassRequirement,IMSetTier,uniques.1.displayName,uniques.1.overrideLevelRequirement,uniques.1.levelRequirement,uniques.1.uniqueId,uniques.1.setId,uniques.1.rerollChance,uniques.1.noWorldDrops,uniques.1.isFractureUnique,uniques.1.isSetUnique,uniques.1.isLegendary,uniques.1.basicMods,uniques.1.descriptionParts,uniques.1.loreText,uniques.1.sprite,uniques.1.hideLevelRequirement,uniques.2.displayName,uniques.2.overrideLevelRequirement,uniques.2.levelRequirement,uniques.2.uniqueId,uniques.2.setId,uniques.2.rerollChance,uniques.2.noWorldDrops,uniques.2.isFractureUnique,uniques.2.isSetUnique,uniques.2.isLegendary,uniques.2.basicMods,uniques.2.descriptionParts,uniques.2.loreText,uniques.2.sprite,uniques.2.hideLevelRequirement
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Heretic Cage,12,46,0,0.0,1.0,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Ivory Mask,13,61,0,0.0,1.0,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Profane Mask,14,64,0,0.0,1.0,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Burial Mask,15,70,0,0.0,1.0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Copper Circlet,16,0,0,0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Weathered Crown,17,6,0,0.0,1.0,2,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Shadow Crest,18,15,0,0.0,1.0,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Ruby Circlet,19,29,0,0.0,1.0,2,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Silver Crown,20,42,0,0.0,1.0,2,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Diadem,21,59,0,0.0,1.0,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Solar Crown,22,68,0,0.0,1.0,2,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Gilded Crown,23,72,0,0.0,1.0,2,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Leather Cowl,24,0,0,0.0,1.0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Wolf Pelt,25,12,0,0.0,1.0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Forest Cowl,26,22,0,0.0,1.0,1,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Nomad Cowl,27,30,0,0.0,1.0,1,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Ivory Cowl,28,42,0,0.0,1.0,1,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Farwood Cowl,29,61,0,0.0,1.0,1,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Darkwolf Pelt,30,67,0,0.0,1.0,1,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Icewolf Pelt,31,67,0,0.0,1.0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Battered Helm,32,0,0,0.0,1.0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Crested Helm,33,4,0,0.0,1.0,4,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Solar Helm,34,13,0,0.0,1.0,4,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Full Helm,35,28,0,0.0,1.0,4,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Bronze Helm,36,42,0,0.0,1.0,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Myrmidon Helm,37,60,0,0.0,1.0,4,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Dawn Helm,38,68,0,0.0,1.0,4,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Winged Helm,39,70,0,0.0,1.0,4,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Celestial Helm,40,71,0,0.0,1.0,2,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Horned Cowl,41,70,0,0.0,1.0,1,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Leather Mask,42,0,0,0.0,1.0,16,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Cloth Hood,43,7,0,0.0,1.0,16,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Verdant Hood,44,24,0,0.0,1.0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Desert Mask,45,32,0,0.0,1.0,16,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Dusk Hood,46,38,0,0.0,1.0,16,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Kelthan Mask,47,53,0,0.0,1.0,16,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Blood Cowl,48,57,0,0.0,1.0,16,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Scalebane Grimace,49,63,0,0.0,1.0,16,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helmets,0,4,0.0,0,0,0,0,0.0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]",Umbral Visage,50,70,0,0.0,1.0,16,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Refuge Armor,0,0,0,0.0,1.0,0,0,0,The Falcon,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 45, 'property': 11, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '15% increased movement speed if you have hit an enemy in the last 5 seconds', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]", May the dying breaths of your enemies put air beneath your wings,IIwBhrB2cg.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Leather Coat,1,5,0,0.0,1.0,0,0,1,Doublet of Onos Tull,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.4, 'property': 1, 'specialTag': 2, 'tags': 8192, 'type': 0, 'hideStatMod': 1}, {'value': 1, 'property': 42, 'specialTag': 2, 'tags': 8192, 'type': 0, 'hideStatMod': 1}, {'value': 60, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': 'Minions have +40% Chance to Bleed on Hit', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Minions have 100% Increased Bleed Duration', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","The horns of the Immortal Empire fill the hearts of the living with fear, and the bones of the dead with glory",IIwBhvB2cg.png,True,Prism Wraps,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': -0.3, 'property': 6, 'specialTag': 0, 'tags': 128, 'type': 2, 'hideStatMod': 0}, {'value': 0.3, 'property': 0, 'specialTag': 0, 'tags': 128, 'type': 1, 'hideStatMod': 0}, {'value': 3, 'property': 51, 'specialTag': 2, 'tags': 128, 'type': 0, 'hideStatMod': 0}]",[],"the elements shift like light through a prism, if you control the prism you control the elements",IIwBhvB2ECYg.png,True
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Iron Armor,2,15,0,0.0,1.0,0,0,2,Urzil's Pride,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 25, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 9, 'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '2% increased mana regeneration per 100 points of armour', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Strength of mind and strength of body are a potent combination,IIwBhpAmB2cg.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Noble Raiment,3,23,0,0.0,1.0,0,0,8,Exsanguinous,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.2, 'property': 2, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}, {'value': 0.2, 'property': 3, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}, {'value': 0.2, 'property': 9, 'specialTag': 0, 'tags': 65536, 'type': 1, 'hideStatMod': 1}]","[{'description': 'You lose 20% of your current health per second', 'altText': 'This is not affected by increases and reductions to health drain effects', 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Gain 20% of your missing health as ward per second', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '20% increased attack speed, cast speed, and movement speed if you have used a potion in the past 4 seconds', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': 'Immunity to Bleed at low health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]",Crazed is the mind of a blood starved Lich,IIwBhpBmB2cg.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Banded Armor,4,27,0,0.0,1.0,0,0,4,Yrun's Wisdom,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 65, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '+30 melee cold damage when above 65% health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}, {'description': '30% of melee damage leeched as health when below 65% health', 'altText': None, 'setPart': 0, 'setItemRequirement': 0}]","Yrun was wise in battle, but not in his betrayal of Heorot.",IIwBhpAWB2cg.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Copper Plate,5,41,0,0.0,1.0,0,0,5,Titan Heart,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 50, 'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': -1, 'property': 17, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 1}, {'value': -0.1, 'property': 6, 'specialTag': 0, 'tags': 0, 'type': 2, 'hideStatMod': 0}, {'value': 0.3, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 1, 'hideStatMod': 0}]","[{'description': 'You do not regenerate health', 'altText': 'You can still regain health through methods other than health regen', 'setPart': 0, 'setItemRequirement': 0}]","Heart of stone, blood of gravel",IIwBhpBWB2cg.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Gladiator Armor,6,60,0,0.0,1.0,0,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Forest Garb,7,35,0,0.0,1.0,0,0,7,Valeroot,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"[{'value': 0.4, 'property': 41, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 7, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}, {'value': 40, 'property': 85, 'specialTag': 0, 'tags': 0, 'type': 0, 'hideStatMod': 0}]","[{'description': '10% chance to summon a Vale Spirit when you cast a Physical or Buff Spell', 'altText': 'Vale spritis are immortal spell casting minions that last for 15 seconds', 'setPart': 0, 'setItemRequirement': 0}]",The roots of Eterra grow through stone and flesh and time,IIwBhpB2TyA.png,True,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Outcast Rags,8,0,0,0.0,1.0,8,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Witch Robes,9,5,0,0.0,1.0,8,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Heretic Armor,10,14,0,0.0,1.0,8,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Coven Robes,11,31,0,0.0,1.0,8,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Ribbed Cuirass,12,46,0,0.0,1.0,8,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Burial Plate,13,61,0,0.0,1.0,8,0,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Profane Armor,14,64,0,0.0,1.0,8,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Immortal Plate,15,66,0,0.0,1.0,8,0,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Body Armor,1,4,0.5,1,0,0,0,0.0,1,0,0,1,"[[24, 25], [16, 17], [32, 33], [8, 9], [43, 44]]",Traveling Coat,16,0,0,0.0,1.0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
