,baseTypeName,displayName,baseTypeId,maxAffixes,affixEffectModifier,size,type,isWeapon,maxSockets,minimumDropLevel,rerollChance,subTypeClassSpecificity,classAffinity,affinityRerollChance,usePerClassIncompatibilityDropLists,perClassIncompatibilityDropLists,subItems
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Heretic Cage', 'subTypeId': 12, 'levelRequirement': 46, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 127, 'implicitMaxValue': 127}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 8, 'subClassRequirement': 0, 'IMSetTier': 3, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Burial Mask', 'subTypeId': 13, 'levelRequirement': 61, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 73, 'implicitMaxValue': 73}, {'property': 0, 'specialTag': 0, 'tags': 8192, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 8, 'subClassRequirement': 0, 'IMSetTier': 5, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Profane Mask', 'subTypeId': 14, 'levelRequirement': 64, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 89, 'implicitMaxValue': 89}, {'property': 0, 'specialTag': 0, 'tags': 256, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 8, 'subClassRequirement': 0, 'IMSetTier': 8, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Ivory Mask', 'subTypeId': 15, 'levelRequirement': 70, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 103, 'implicitMaxValue': 103}, {'property': 41, 'specialTag': 0, 'tags': 8192, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 15}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 8, 'subClassRequirement': 0, 'IMSetTier': 7, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Copper Circlet', 'subTypeId': 16, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 10, 'implicitMaxValue': 10}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Weathered Crown', 'subTypeId': 17, 'levelRequirement': 6, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 20, 'implicitMaxValue': 20}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 7, 'implicitMaxValue': 15}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 4, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Shadow Crest', 'subTypeId': 18, 'levelRequirement': 15, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 18, 'implicitMaxValue': 18}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.25}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 2, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Ruby Circlet', 'subTypeId': 19, 'levelRequirement': 29, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 32, 'implicitMaxValue': 32}, {'property': 13, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.1, 'implicitMaxValue': 0.18}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 3, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Silver Crown', 'subTypeId': 20, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 16, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.15, 'implicitMaxValue': 0.3}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 1, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Diadem', 'subTypeId': 21, 'levelRequirement': 59, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 55, 'implicitMaxValue': 55}, {'property': 8, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 15, 'implicitMaxValue': 35}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 7, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Solar Crown', 'subTypeId': 22, 'levelRequirement': 68, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 0, 'specialTag': 0, 'tags': 8, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 5, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Gilded Crown', 'subTypeId': 23, 'levelRequirement': 72, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 4, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.4, 'implicitMaxValue': 0.7}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 2, 'subClassRequirement': 0, 'IMSetTier': 6, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Leather Cowl', 'subTypeId': 24, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 12, 'implicitMaxValue': 12}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Wolf Pelt', 'subTypeId': 25, 'levelRequirement': 12, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 16, 'implicitMaxValue': 16}, {'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 3}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 1, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Forest Cowl', 'subTypeId': 26, 'levelRequirement': 22, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 44, 'implicitMaxValue': 44}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 4, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Nomad Cowl', 'subTypeId': 27, 'levelRequirement': 30, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 54, 'implicitMaxValue': 54}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.14, 'implicitMaxValue': 0.22}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 2, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Lupine Helm', 'subTypeId': 28, 'levelRequirement': 42, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 70, 'implicitMaxValue': 70}, {'property': 19, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 3, 'implicitMaxValue': 5}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 3, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Farwood Cowl', 'subTypeId': 29, 'levelRequirement': 61, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 120, 'implicitMaxValue': 120}, {'property': 18, 'specialTag': 0, 'tags': 0, 'type': 1, 'implicitValue': 0.1, 'implicitMaxValue': 0.2}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 9, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Darkwolf Pelt', 'subTypeId': 30, 'levelRequirement': 67, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 110, 'implicitMaxValue': 110}, {'property': 0, 'specialTag': 0, 'tags': 1, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}, {'property': 0, 'specialTag': 0, 'tags': 8193, 'type': 1, 'implicitValue': 0.3, 'implicitMaxValue': 0.6}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 5, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Icewolf Pelt', 'subTypeId': 31, 'levelRequirement': 67, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 110, 'implicitMaxValue': 110}, {'property': 14, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 0.32, 'implicitMaxValue': 0.44}, {'property': 67, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 1, 'implicitMaxValue': 2}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 1, 'subClassRequirement': 0, 'IMSetTier': 7, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Battered Helm', 'subTypeId': 32, 'levelRequirement': 0, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 30, 'implicitMaxValue': 30}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 4, 'subClassRequirement': 0, 'IMSetTier': 0, 'uniques': {}}"
0,Helmets,Helmet,0,4,0,"{'x': 2, 'y': 2}",0,0,0,0,0,1,0,0,1,"[[24], [16, 17], [32, 33], [8, 9], [42, 43]]","{'displayName': 'Crested Helm', 'subTypeId': 33, 'levelRequirement': 4, 'cannotDrop': 0, 'itemTags': 0, 'implicits': [{'property': 10, 'specialTag': 0, 'tags': 0, 'type': 0, 'implicitValue': 40, 'implicitMaxValue': 40}], 'addedWeaponRange': 0, 'attackRate': 1, 'classRequirement': 4, 'subClassRequirement': 0, 'IMSetTier': 1, 'uniques': {}}"
